Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Paris Saint-Germain,41,24.2,29,19.63,805.0,FR1,2021
2,Olympique Lyon,40,24.2,29,10.78,431.35,FR1,2021
3,AS Monaco,33,24.0,18,11.22,370.35,FR1,2021
4,LOSC Lille,32,23.6,23,10.1,323.2,FR1,2021
5,Stade Rennais FC,37,24.2,12,8.04,297.5,FR1,2021
6,Olympique Marseille,43,24.2,21,5.85,251.4,FR1,2021
7,OGC Nice,41,22.4,16,5.76,236.1,FR1,2021
8,AS Saint-Étienne,43,23.6,17,3.59,154.5,FR1,2021
9,Montpellier HSC,34,25.2,13,3.35,113.85,FR1,2021
10,Angers SCO,38,25.8,18,2.94,111.65,FR1,2021
11,RC Strasbourg Alsace,34,25.2,18,3.23,109.65,FR1,2021
12,FC Girondins Bordeaux,36,25.4,19,2.94,105.7,FR1,2021
13,Stade Reims,34,23.1,25,3.09,105.18,FR1,2021
14,RC Lens,36,24.9,16,2.9,104.3,FR1,2021
15,FC Metz,35,24.6,25,2.96,103.5,FR1,2021
16,Stade Brestois 29,32,25.2,9,3.23,103.23,FR1,2021
17,FC Nantes,32,25.4,15,2.96,94.75,FR1,2021
18,FC Lorient,34,26.4,14,2.14,72.88,FR1,2021
19,Dijon FCO,37,24.3,24,1.77,65.63,FR1,2021
20,Nîmes Olympique,36,24.9,19,1.68,60.4,FR1,2021
